timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,baro_pressure,tiltXY,tiltYZ,tiltXZ,roll,pitch,yaw,totalTiltFromVertical,angularSpeed,heading,altitude
1744677158930,-0.50129634141922,0.46839502453804016,9.623932838439941,-0.11804962158203125,0.0539088174700737,-0.14569124579429626,2.5687501430511475,14.006250381469727,-53.56875228881836,983.0499877929688,136.9432819249104,87.2136237372457,92.98175713457498,2.786376262754306,2.978238226650548,79.60743158943805,4.0775974249557105,0.19510974567605932,79.60743158943808,0.18226493661840704
1744677158944,-0.50129634141922,0.46839502453804016,9.623932838439941,-0.11804962158203125,0.0539088174700737,-0.14569124579429626,2.5687501430511475,14.006250381469727,-53.56875228881836,983.0499877929688,136.9432819249104,87.2136237372457,92.98175713457498,2.786376262754306,2.978238226650548,79.60743158943805,4.0775974249557105,0.19510974567605932,79.60743158943808,0.18226493661840704
1744677159032,0.08973085135221481,0.26979073882102966,9.755537986755371,-0.11804962158203125,0.0539088174700737,-0.14569124579429626,2.5687501430511475,14.006250381469727,-53.56875228881836,983.0499877929688,71.60317078598406,88.41588113807693,89.473011728976,1.5841188619230664,-0.5267868758432055,79.60743158943805,1.6693909870291035,0.19510974567605932,79.60743158943808,0.18226493661840704
1744677159040,0.08973085135221481,0.26979073882102966,9.755537986755371,-0.26221370697021484,0.09850194305181503,-0.18402300775051117,2.5687501430511475,14.006250381469727,-53.56875228881836,983.0499877929688,71.60317078598406,88.41588113807693,89.473011728976,1.5841188619230664,-0.5267868758432055,79.60743158943805,1.6693909870291035,0.33514642813192774,79.60743158943808,0.18226493661840704
1744677159047,0.08973085135221481,0.26979073882102966,9.755537986755371,-0.26221370697021484,0.09850194305181503,-0.18402300775051117,5.850000381469727,14.381250381469727,-54.45000076293945,983.0499877929688,71.60317078598406,88.41588113807693,89.473011728976,1.5841188619230664,-0.5267868758432055,67.864507348327,1.6693909870291035,0.33514642813192774,67.86450734832698,0.18226493661840704
1744677159090,0.08973085135221481,0.26979073882102966,9.755537986755371,-0.26221370697021484,0.09850194305181503,-0.18402300775051117,5.850000381469727,14.381250381469727,-54.45000076293945,983.0512084960938,71.60317078598406,88.41588113807693,89.473011728976,1.5841188619230664,-0.5267868758432055,67.864507348327,1.6693909870291035,0.33514642813192774,67.86450734832698,0.1717898538945961
1744677159340,-0.44446679949760437,0.11306086927652359,10.112667083740234,0.21135921776294708,0.35185810923576355,0.48181959986686707,10.706250190734863,14.925000190734863,-54.41250228881836,983.0512084960938,165.72812181848613,89.35945278315612,92.51661531276204,0.6405472168438807,2.5164582473052577,54.346738004632364,2.5966514950484436,0.6329510050424119,54.34673800463236,0.1717898538945961
1744677159422,-0.44446679949760437,0.11306086927652359,10.112667083740234,0.21135921776294708,0.35185810923576355,0.48181959986686707,10.706250190734863,14.925000190734863,-54.41250228881836,983.052490234375,165.72812181848613,89.35945278315612,92.51661531276204,0.6405472168438807,2.5164582473052577,54.346738004632364,2.5966514950484436,0.6329510050424119,54.34673800463236,0.16079102837449621
1744677159442,0.8733802437782288,0.6430711150169373,9.284749984741211,0.21135921776294708,0.35185810923576355,0.48181959986686707,10.706250190734863,14.925000190734863,-54.41250228881836,983.052490234375,36.36426874639035,86.0379640553069,84.62622194064404,3.962035944693095,-5.36100992477311,54.346738004632364,6.662755027294779,0.6329510050424119,54.34673800463236,0.16079102837449621
1744677159456,0.8733802437782288,0.6430711150169373,9.284749984741211,0.5610793232917786,0.435241162776947,0.5349648594856262,10.706250190734863,14.925000190734863,-54.41250228881836,983.052490234375,36.36426874639035,86.0379640553069,84.62622194064404,3.962035944693095,-5.36100992477311,54.346738004632364,6.662755027294779,0.8890625836719622,54.34673800463236,0.16079102837449621
1744677159468,0.8733802437782288,0.6430711150169373,9.284749984741211,0.5610793232917786,0.435241162776947,0.5349648594856262,12.825000762939453,14.287500381469727,-50.868751525878906,983.052490234375,36.36426874639035,86.0379640553069,84.62622194064404,3.962035944693095,-5.36100992477311,48.087650351102496,6.662755027294779,0.8890625836719622,48.087650351102525,0.16079102837449621
1744677159544,0.8733802437782288,0.6430711150169373,9.284749984741211,-0.19608759880065918,0.22586725652217865,0.4053087830543518,12.825000762939453,14.287500381469727,-50.868751525878906,983.052490234375,36.36426874639035,86.0379640553069,84.62622194064404,3.962035944693095,-5.36100992477311,48.087650351102496,6.662755027294779,0.5037276780099179,48.087650351102525,0.16079102837449621
1744677159561,0.8733802437782288,0.6430711150169373,9.284749984741211,-0.19608759880065918,0.22586725652217865,0.4053087830543518,12.693750381469727,13.481250762939453,-51.937503814697266,983.052490234375,36.36426874639035,86.0379640553069,84.62622194064404,3.962035944693095,-5.36100992477311,46.72327945793073,6.662755027294779,0.5037276780099179,46.723279457930744,0.16079102837449621
1744677159570,0.8733802437782288,0.6430711150169373,9.284749984741211,-0.19608759880065918,0.22586725652217865,0.4053087830543518,12.693750381469727,13.481250762939453,-51.937503814697266,983.052490234375,36.36426874639035,86.0379640553069,84.62622194064404,3.962035944693095,-5.36100992477311,46.72327945793073,6.662755027294779,0.5037276780099179,46.723279457930744,0.16079102837449621
1744677159647,0.11126625537872314,1.4321043491363525,10.132407188415527,-0.19608759880065918,0.22586725652217865,0.4053087830543518,12.693750381469727,13.481250762939453,-51.937503814697266,983.052490234375,85.55737290657228,81.95515894465281,89.37084737280513,8.044841055347199,-0.6229615292167203,46.72327945793073,8.068766634177168,0.5037276780099179,46.723279457930744,0.16079102837449621
1744677159877,0.2961117923259735,1.0259226560592651,10.067801475524902,0.13790272176265717,-0.07070759683847427,0.09575305134057999,11.475000381469727,11.231250762939453,-49.781253814697266,983.0537109375,73.90028697828394,84.1815660375044,88.31531577181687,5.818433962495604,-1.676009940926679,44.38495844682533,6.054215049619368,0.1821685257152091,44.38495844682535,0.150315967246748
1744677159887,0.2961117923259735,1.0259226560592651,10.067801475524902,0.13790272176265717,-0.07070759683847427,0.09575305134057999,11.475000381469727,11.231250762939453,-49.781253814697266,983.0549926757812,73.90028697828394,84.1815660375044,88.31531577181687,5.818433962495604,-1.676009940926679,44.38495844682533,6.054215049619368,0.1821685257152091,44.38495844682535,0.1393171643956237
